TICKER;EMPRESA;CNPJ
BICR11;INTER TÍTULOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIARIO;34.007.109/0001-72
BIME11;BRIO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.081.356/0001-84
BIPD11;BRIO REAL ESTATE IV FUNDO DE INVESTIMENTO IMOBILIÁRIO;42.869.892/0001-01
BLCA11;BLUEMACAW CATUAÍ TRIPLE A FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.076.748/0001-55
BLMC11;BLUEMACAW CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO;38.294.221/0001-92
BLMG11;BLUEMACAW LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.081.637/0001-71
BLMO11;BLUEMACAW OFFICE FUND II FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.895.894/0001-47
BLMR11;BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.368.869/0001-30
BLUR11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BLUE RECEBÍVEIS IMOBILIÁRIOS;38.051.307/0001-94
BMII11;FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO;02.027.437/0001-44
BMLC11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BM BRASCAN LAJES CORPORATIVAS;14.376.247/0001-11
BNFS11;BANRISUL NOVAS FRONTEIRAS FUNDO DE INVESTIMENTO IMOBILIÁRIO;15.570.431/0001-60
BPFF11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS;17.324.357/0001-28
BPLC11;BASÍLICA PARTNERS LED CORPORATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;28.267.555/0001-13
BPML11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL SHOPPINGS;33.046.142/0001-49
BPRP11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRLPROP;29.800.650/0001-01
BRCO11;BRESCO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;20.748.515/0001-81
BRCR11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL CORPORATE OFFICE FUND;08.924.783/0001-01
BREV11;BRAZIL REAL ESTATE VICTORY FUND I FUNDO DE INVESTIMENTO IMOBILIÁRIO;26.195.121/0001-20
BRHT11B;FUNDO DE INVESTIMENTO IMOBILIÁRIO BR HOTÉIS;15.461.076/0001-91
BRIM11;BRIO REAL ESTATE II FUNDO DE INVESTIMENTO IMOBILIÁRIO;23.964.843/0001-03
BRIP11;BRIO REAL ESTATE III FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.895.752/0001-80
BRIX11;BRIX FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.360.651/0001-77
BRLA11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRL PROP II;35.652.278/0001-28
BROF11;BRPR CORPORATE OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;48.978.859/0001-04
BRSE11;BR7 SENADO FUNDO DE INVESTIMENTO IMOBILIÁRIO;40.944.736/0001-32
BTAL11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL AGRO LOGÍSTICA;36.642.244/0001-15
BTCI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL CRÉDITO IMOBILIÁRIO;09.552.812/0001-14
BTLG11;BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;11.839.593/0001-09
BTRA11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL TERRAS AGRÍCOLAS;41.076.607/0001-32
BTSG11;BTSP I FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.098.375/0001-83
BTSI11;BTSP II FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.930.464/0001-44
BTWR11;BTOWERS FUNDO DE INVESTIMENTO IMOBILIÁRIO;20.132.453/0001-89
BVAR11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL VAREJO;21.126.204/0001-43
BZEL11;BARZEL FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.507.610/0001-60
BZLI11;BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO;14.074.706/0001-02
CACR11;CARTESIA RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;32.065.364/0001-46
CARE11;BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;13.584.584/0001-31
CBOP11;CASTELLO BRANCO OFFICE PARK FUNDO DE INVESTIMENTO IMOBILIÁRIO;17.144.039/0001-85
CCLB11;FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRAL LEBLON;45.777.347/0001-83
CCME11;CANUMA CAPITAL MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;43.010.844/0001-26
CCRF11;RBR CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO;40.011.268/0001-43
CEOC11;FUNDO DE INVESTIMENTO IMOBILIÁRIO CEO CYRELA COMMERCIAL PROPERTIES;15.799.397/0001-09
CFHI11;CF2 FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.508.923/0001-70
CFII11;CF3 FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.325.993/0001-59
CIXR11;CIX RENDIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO;47.086.230/0001-89
CJCT11;CIDADE JARDIM CONTINENTAL TOWER FUNDO DE INVESTIMENTO IMOBILIÁRIO;10.347.985/0001-80
CJFI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO CJ;23.582.914/0001-03
CNES11;FUNDO DE INVESTIMENTO IMOBILIÁRIO FII CENESP;13.551.286/0001-45
COPP11;CORPORATE OFFICE PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;48.916.699/0001-60
CPFF11;CAPITÂNIA REIT FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.081.611/0001-23
CPFO11;CAPITÂNIA REIT FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO II;48.916.246/0001-34
CPSH11;CAPITÂNIA SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO;47.896.665/0001-99
CPTS11;CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO;18.979.895/0001-13
CRFF11;CAIXA RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO II;31.887.401/0001-39
CSMC11;COSMIC FUNDO DE INVESTIMENTO IMOBILIARIO;41.081.336/0001-03
CTXT11;FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TÊXTIL INTERNACIONAL;00.762.723/0001-28
CVBI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO VBI CRI;28.729.197/0001-13
CVPR11;CVPAR FUNDO DE INVESTIMENTO IMOBILIÁRIO DE CRI;38.294.329/0001-85
CXAG11;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS;40.189.596/0001-34
CXCE11B;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE;10.991.914/0001-15
CXCI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CARTEIRA IMOBILIÁRIA;42.066.916/0001-94
CXCO11;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA IMÓVEIS CORPORATIVOS;38.658.984/0001-75
CXRI11;CAIXA RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO;17.098.794/0001-70
CXTL11;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA SEQ LOGÍSTICA RENDA;12.887.506/0001-43
CYCR11;CYRELA CRÉDITO FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.501.233/0001-15
CYLD11;CYRELA DESENVOLVIMENTO LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO;43.010.601/0001-98
DAMT11B;DIAMANTE FUNDO DE INVESTIMENTO IMOBILIÁRIO;26.642.727/0001-66
DEVA11;DEVANT RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;37.087.810/0001-37
DLMT11;DEL MONTE AJAX FUNDO DE INVESTIMENTO IMOBILIÁRIO;28.108.193/0001-18
DOVL11B;DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO;10.522.648/0001-81
DPRO11;DEVANT PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;42.922.127/0001-08
DRIT11B;MULTIGESTÃO RENDA COMERCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;10.456.810/0001-00
DVFF11;FUNDO DE INVESTIMENTO IMOBILIÁRIO DEVANT FUNDO DE FUNDOS IMOBILIÁRIOS;39.863.059/0001-49
EDFO11B;FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST;06.175.262/0001-73
EDGA11;FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO GALERIA;15.333.306/0001-37
EGYR11;ENERGY RESORT FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.969.658/0001-53
ELDO11B;FUNDO DE INVESTIMENTO IMOBILIÁRIO ELDORADO;13.022.994/0001-99
EQIR11;EQI RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.076.380/0001-25
ERCR11;ESTOQUE RESIDENCIAL E COMERCIAL RIO DE JANEIRO FUNDO DE INVESTIMENTO IMOBILIÁRIO;37.266.902/0001-84
ERPA11;EUROPA 105 FUNDO DE INVESTIMENTO IMOBILIÁRIO;31.469.385/0001-64
ESTQ11;FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE II;18.497.672/0001-10
EURO11;FUNDO DE INVESTIMENTO IMOBILIÁRIO EUROPAR;05.437.916/0001-27
EVBI11;VBI CONSUMO ESSENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.691.520/0001-00
EXES11;EXES FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.076.851/0001-03
FAED11;FUNDO DE INVESTIMENTO IMOBILIÁRIO ANHANGUERA EDUCACIONAL;11.179.118/0001-45
FAGL11;FATOR RENDA GALPÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO;29.614.033/0001-03
FAMB11B;FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO ALMIRANTE BARROSO;05.562.312/0001-02
FARU11;FATOR RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO;47.240.652/0001-67
FATN11;FUNDO DE INVESTIMENTO IMOBILIÁRIO ATHENA I;30.567.216/0001-02
FCFL11;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAMPUS FARIA LIMA;11.602.654/0001-01
FGPM11;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA MALL;23.781.227/0001-17
FIGS11;GENERAL SHOPPING ATIVO E RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;17.590.518/0001-25
FIIB11;FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL;14.217.108/0001-45
FIIP11B;RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO;08.696.175/0001-97
FINF11;FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE;18.369.510/0001-04
FISC11;FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401;12.804.013/0001-00
FISD11;SÃO DOMINGOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;16.543.270/0001-89
FIVN11;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIDA NOVA;17.854.016/0001-64
FLCR11;FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I FUNDO DE INVESTIMENTO IMOBILIÁRIO;33.884.145/0001-51
FLMA11;FUNDO DE INVESTIMENTO IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA;04.141.645/0001-03
FLRP11;FUNDO DE INVESTIMENTO IMOBILIÁRIO FLORIPA SHOPPING;10.375.382/0001-91
FMOF11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE;01.633.741/0001-72
FPAB11;FUNDO DE INVESTIMENTO IMOBILIÁRIO PROJETO ÁGUA BRANCA;03.251.720/0001-18
FPNG11;FUNDO DE INVESTIMENTO IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA;17.161.979/0001-82
FRHY11;FRONTEIRA MULTI FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.251.077/0001-11
FTCE11B;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;01.235.622/0001-61
FVPQ11;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING;00.332.266/0001-31
GALG11;FUNDO DE INVESTIMENTO IMOBILIÁRIO GUARDIAN LOGÍSTICA;37.295.919/0001-60
GAME11;FUNDO DE INVESTIMENTO IMOBILIÁRIO GUARDIAN MULTIESTRATÉGIA IMOBILIÁRIA I;41.269.052/0001-45
GCFF11;GALAPAGOS FUNDO DE FUNDOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.652.154/0001-42
GCOI11;GALAPAGOS SPECIAL OPORTUNITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;46.285.299/0001-79
GCRI11;GALAPAGOS RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;38.293.897/0001-61
GESE11B;FUNDO DE INVESTIMETO IMOBILIÁRIO GENERAL SEVERIANO;17.007.528/0001-95
GGRC11;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;26.614.291/0001-00
GSFI11;GENERAL SHOPPING E OUTLETS DO BRASIL FUNDO DE INVESTIMENTO IMOBILIÁRIO;11.769.604/0001-13
GTLG11;GTIS BRAZIL LOGISTICS FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.200.677/0001-10
GTWR11;FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS;23.740.527/0001-58
GURB11;GENIAL RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.501.210/0001-00
GVBI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO VBI GREENPOWER;49.581.652/0001-56
GZIT11;GAZIT MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;15.447.108/0001-02
HAAA11;HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO;27.445.482/0001-40
HABT11;HABITAT RECEBÍVEIS PULVERIZADOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;30.578.417/0001-05
HBCR11;FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA;36.501.159/0001-37
HBRH11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MULTI RENDA URBANA;30.871.698/0001-81
HBTT11;FUNDO DE INVESTIMENTO IMOBILIÁRIO HABITAT I;26.846.202/0001-42
HCHG11;HECTARE RECEBÍVEIS HIGH GRADE FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.508.959/0001-54
HCRI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO HOSPITAL DA CRIANÇA;04.066.582/0001-60
HCST11;HECTARE DESENVOLVIMENTO STUDENT HOUSING FUNDO DE INVESTIMENTO IMOBILIÁRIO;31.152.015/0001-07
HCTR11;HECTARE CE FUNDO DE INVESTIMENTO IMOBILIÁRIO;30.248.180/0001-96
HDEL11;HEDGE DESENVOLVIMENTO LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO;44.514.162/0001-13
HDOF11;HEDGE PALADIN DESIGN OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.688.460/0001-39
HFOF11;HEDGE TOP FOFII 3 FUNDO DE INVESTIMENTO IMOBILIÁRIO;18.307.582/0001-19
HGBS11;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;08.431.747/0001-06
HGCR11;CSHG RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;11.160.521/0001-22
HGFF11;CSHG IMOBILIÁRIO FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO;32.784.898/0001-22
HGIC11;HGI CRÉDITOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;38.456.508/0001-71
HGLG11;CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;11.728.688/0001-47
HGPO11;CSHG PRIME OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;11.260.134/0001-68
HGRE11;CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;09.072.017/0001-29
HGRS11;CSHG RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.922.239/0001-04
HGRU11;CSHG RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO;29.641.226/0001-53
HILG11;HIRE LOG I FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.867.728/0001-37
HLOG11;HEDGE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;27.486.542/0001-72
HOFC11;HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOBILIÁRIO;31.894.369/0001-19
HOSI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI;34.081.631/0001-02
HPDP11;HEDGE SHOPPING PARQUE DOM PEDRO FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.586.415/0001-73
HRDF11;HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO;16.929.519/0001-99
HREC11;HEDGE RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.507.262/0001-21
HSAF11;HSI ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.360.687/0001-50
HSLG11;HSI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;32.903.621/0001-71
HSML11;HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;32.892.018/0001-31
HSRE11;HSI RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;08.098.114/0001-28
HTMX11;FUNDO DE INVESTIMENTO IMOBILIÁRIO HOTEL MAXINVEST;08.706.065/0001-69
HUCG11;FUNDO DE INVESTIMENTO IMOBILIÁRIO HOSPITAL UNIMED CAMPINA GRANDE;39.347.413/0001-82
HUSC11;FUNDO DE INVESTIMENTO IMOBILIÁRIO HOSPITAL UNIMED SUL CAPIXABA;28.851.767/0001-43
HUSI11;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;30.017.492/0001-99
IBCR11;FUNDO DE INVESTIMENTO IMOBILIÁRIO DE CRI INTEGRAL BREI;40.011.251/0001-96
IDFI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO DE UNIDADES AUTÔNOMAS;32.774.914/0001-04
IRDM11;FUNDO DE INVESTIMENTO IMOBILIÁRIO IRIDIUM RECEBÍVEIS IMOBILIÁRIOS;28.830.325/0001-10
IRIM11;IRIDIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.076.564/0001-95
ITIP11;INTER TEVA ÍNDICE DE PAPEL FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.312.772/0001-06
ITIT11;INTER TEVA ÍNDICE DE TIJOLO FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.293.425/0001-83
JASC11;JASC RENDA VAREJO ESSENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;40.886.241/0001-02
JBFO11;JBFO FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.615.915/0001-59
JCDA11;JACARANDÁ I FUNDO DE INVESTIMENTO IMOBILIARIO;31.772.231/0001-47
JCDB11;JACARANDÁ 02 FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.705.542/0001-44
JFLL11;JFL LIVING FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.501.181/0001-87
JPPA11;JPP CAPITAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;30.982.880/0001-00
JPPC11;JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;17.216.625/0001-98
JRDM11;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING JARDIM SUL;14.879.856/0001-93
JSAF11;JS ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO;42.085.661/0001-07
JSRE11;JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO;13.371.132/0001-71
JTPR11;JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO D. HAB;23.876.086/0001-16
KCRE11;KINEA CREDITAS FUNDO DE INVESTIMENTO IMOBILIÁRIO;42.502.802/0001-40
KEVE11;EVEN II KINEA FUNDO DE INVESTIMENTO IMOBILIÁRIO;32.317.313/0001-64
KFOF11;FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO KINEA FII;30.091.444/0001-40
KINP11;EVEN PERMUTA KINEA FUNDO DE INVESTIMENTO IMOBILIÁRIO;24.070.076/0001-51
KISU11;KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS SUNO 30;36.669.660/0001-07
KIVO11;KILIMA VOLKANO RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;42.273.325/0001-98
KNCR11;KINEA RENDIMENTOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;16.706.958/0001-32
KNHF11;KINEA HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO;42.754.342/0001-47
KNHY11;KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO;30.130.708/0001-28
KNIP11;KINEA ÍNDICES DE PREÇOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;24.960.430/0001-13
KNPR11;KINEA PREMIUM PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;42.737.059/0001-07
KNRE11;KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;14.423.780/0001-97
KNRI11;KINEA RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;12.005.956/0001-65
KNSC11;KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.864.448/0001-38
LASC11;LEGATUS SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO;30.248.158/0001-46
LATR11B;LATERES FUNDO DE INVESTIMENTO IMOBILIÁRIO;17.209.378/0001-00
LAVF11;LAVOURA FUNDO DE INVESTIMENTO IMOBILIÁRIO;37.467.733/0001-40
LFTT11;LOFT II FUNDO DE INVESTIMENTO IMOBILIÁRIO;24.796.967/0001-90
LGCP11;LOGCP INTER FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.598.181/0001-11
LIFE11;LIFE CAPITAL PARTNERS FUNDO DE INVESTIMENTOS IMOBILIÁRIO;39.753.295/0001-02
LKDV11;FUNDO DE INVESTIMENTO IMOBILIÁRIO DEVELOPMENT V1;40.102.445/0001-05
LLAO11;BS2 ALLINVESTMENTS FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.218.404/0001-33
LOFT11B;LOFT I FUNDO DE INVESTIMENTO IMOBILIÁRIO;19.722.048/0001-31
LPLP11;LAGO DA PEDRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;37.262.752/0001-30
LRDI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO LEBLON REALTY DESENVOLVIMENTO I;41.088.534/0001-07
LSPA11;LESTE RIVA EQUITY PREFERENCIAL I FUNDO DE INVESTIMENTO IMOBILIÁRIO;31.847.293/0001-70
LUGG11;LUGGO FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.835.191/0001-23
LVBI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO VBI LOGÍSTICO;30.629.603/0001-18
MALL11;MALLS BRASIL PLURAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;26.499.833/0001-32
MANA11;MANATÍ CAPITAL HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO;42.888.583/0001-89
MATV11;MORE GESTÃO ATIVA DE RECEBÍVEIS FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.076.678/0001-35
MAXR11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MAX RETAIL;11.274.415/0001-70
MCCI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS;23.648.935/0001-84
MCHF11;MAUÁ CAPITAL HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.642.139/0001-86
MCHY11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ HIGH YIELD;36.655.973/0001-06
MFAI11;MÉRITO FUNDOS E AÇÕES IMOBILIÁRIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO;32.397.369/0001-76
MFCR11;MÉRITO RECEBÍVEIS IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO;45.403.337/0001-88
MFII11;MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;16.915.968/0001-88
