TICKER;EMPRESA;CNPJ
MGCR11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MOGNO CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS HIGH GRADE;35.652.204/0001-91
MGFF11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MOGNO FUNDO DE FUNDOS;29.216.463/0001-77
MGHT11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MOGNO HOTÉIS;34.197.776/0001-65
MGRI11;MOGNO RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.320.997/0001-44
MINT11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MINT EDUCACIONAL;19.872.887/0001-36
MMPD11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL MPD DESENVOLVIMENTO RESIDENCIAL;41.080.968/0001-52
MMVE11;MARESIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.251.337/0001-59
MOFF11;MULTIOFFICES 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO;31.508.219/0001-20
MORC11;MORE RECEBÍVEIS IMOBILIÁRIOS FII FUNDO DE INVESTIMENTO IMOBILIÁRIO;40.102.474/0001-69
MORE11;MORE REAL ESTATE FOF FII FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.197.727/0001-22
MTOF11;ALIANZA MULTIOFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;22.862.226/0001-34
MVFI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MV9;23.537.203/0001-17
MXRF11;MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;97.521.225/0001-25
NAVT11;NAVI IMOBILIÁRIO TOTAL RETURN FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.652.252/0001-80
NCHB11;FUNDO DE INVESTIMENTO IMOBILIÁRIO NCH BRASIL RECEBÍVEIS IMOBILIÁRIOS;18.085.673/0001-57
NCRI11;NAVI CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO;40.041.603/0001-56
NEWL11;NEWPORT LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;32.527.626/0001-47
NEWU11;NEWPORT RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO;14.793.782/0001-78
NSLU11;FUNDO DE INVESTIMENTO IMOBILIÁRIO HOSPITAL NOSSA SENHORA DE LOURDES;08.014.513/0001-63
NVHO11;FUNDO DE INVESTIMENTO IMOBILIÁRIO NOVO HORIZONTE;17.025.970/0001-44
NVIF11B;NOVA I FUNDO DE INVESTIMENTO IMOBILIÁRIO;22.003.469/0001-17
OGHY11;ÓRAMA HIGH YIELD FUNDO DE INVESTIMENTO IMOBILIÁRIO;47.240.631/0001-41
ONEF11;FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE;12.948.291/0001-23
OUFF11;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST FUNDO DE FUNDOS;30.791.386/0001-68
OUJP11;OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO;26.091.656/0001-50
OULG11;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST LOGÍSTICA;13.974.819/0001-00
OURE11;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RENDA ESTRUTURADA;28.516.650/0001-03
PABY11;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;00.613.094/0001-74
PATB11;FUNDO DE INVESTIMENTO IMOBILIÁRIO PATEO BANDEIRANTES;14.788.492/0001-36
PATC11;PÁTRIA EDIFÍCIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;30.048.651/0001-12
PATL11;PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.754.164/0001-99
PBLV11;PROLOGIS BRAZIL LOGISTICS VENTURE FUNDO DE INVESTIMENTO IMOBILIÁRIO;31.962.875/0001-06
PCAS11;PRAIA DO CASTELO FUNDO DE INVESTIMENTO IMOBILIÁRIO;24.514.406/0001-50
PEMA11;PERFORMA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.736.510/0001-43
PLCR11;PLURAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;32.527.683/0001-26
PLOG11;PLURAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.501.198/0001-34
PLRI11;POLO FII RECEBÍVEIS IMOBILIÁRIOS I;14.080.689/0001-16
PNDL11;PANORAMA DESENVOLVIMENTO LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO;37.899.400/0001-90
PNLN11;PANORAMA LAST MILE SBC FUNDO DE INVESTIMENTO IMOBILIÁRIO;40.887.170/0001-54
PNPR11;PANORAMA PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;26.813.118/0001-22
PNRC11;PANORAMA REAL ESTATE CRÉDITO FUNDO DE INVESTIMENTO IMOBILIÁRIO;46.157.348/0001-98
PORD11;POLO CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO;17.156.502/0001-09
PQAG11;PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO;12.978.943/0001-72
PQDP11;FUNDO DE INVESTIMENTO IMOBILIÁRIO PARQUE DOM PEDRO SHOPPING CENTER;10.869.155/0001-12
PRSN11B;PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO;14.056.001/0001-62
PRSV11;PRESIDENTE VARGAS FUNDO DE INVESTIMENTO IMOBILIÁRIO;11.281.322/0001-72
PRZS11;PRAZO FUNDO DE INVESTIMENTO IMOBILIÁRIO;30.258.790/0001-70
PVBI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO VBI PRIME PROPERTIES;35.652.102/0001-76
QAGR11;QUASAR AGRO FUNDO DE INVESTIMENTO IMOBILIÁRIO;32.754.734/0001-52
QAMI11;QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO;32.400.264/0001-29
RBDS11;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO;11.945.604/0001-27
RBED11;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA EDUCACIONAL;13.873.457/0001-52
RBFF11;RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO;17.329.029/0001-14
RBHG11;RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FUNDO DE INVESTIMENTO IMOBILIÁRIO;30.647.758/0001-87
RBHY11;RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH YIELD FUNDO DE INVESTIMENTO IMOBILIÁRIO;37.899.479/0001-50
RBIR11;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL IV FUNDO DE INVESTIMENTO IMOBILIÁRIO;31.161.410/0001-48
RBLG11;RB CAPITAL LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.652.227/0001-04
RBOP11;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO OPORTUNIDADES IMOBILIÁRIAS;13.500.306/0001-59
RBRD11;RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO;09.006.914/0001-34
RBRF11;RBR ALPHA MULTIESTRATÉGIA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;27.529.279/0001-51
RBRI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR DESENVOLVIMENTO III;32.441.656/0001-36
RBRL11;RBR LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.705.463/0001-33
RBRM11;FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR DESENVOLVIMENTO;26.314.437/0001-93
RBRP11;FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR PROPERTIES;21.408.063/0001-51
RBRR11;FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR RENDIMENTO HIGH GRADE;29.467.977/0001-03
RBRS11;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA RESIDENCIAL;36.517.660/0001-91
RBRX11;RBR PLUS MULTIESTRATÉGIA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.088.458/0001-21
RBRY11;FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO;30.166.700/0001-11
RBTS11;RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO;29.299.737/0001-39
RBVA11;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO;15.576.907/0001-70
RBVO11;RIO BRAVO CRÉDITO IMOBILIÁRIO II FUNDO DE INVESTIMENTO IMOBILIÁRIO;15.769.670/0001-44
RCFA11;GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIÁRIO;27.771.586/0001-44
RCFF11;RBR DESENVOLVIMENTO COMERCIAL FEEDER FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.689.670/0001-41
RCKF11;ROCK FUNDO DE INVESTIMENTO IMOBILIÁRIO;43.010.139/0001-29
RCRB11;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA;03.683.056/0001-86
RDPD11;BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO IMOBILIÁRIO;23.120.027/0001-13
RECR11;FUNDO DE INVESTIMENTO IMOBILIÁRIO REC RECEBÍVEIS IMOBILIÁRIOS;28.152.272/0001-26
RECT11;FUNDO DE INVESTIMENTO IMOBILIÁRIO REC RENDA IMOBILIÁRIA;32.274.163/0001-59
RECX11;FUNDO DE INVESTIMENTO IMOBILIÁRIO REC FUNDO DE FUNDOS;36.642.356/0001-76
REIT11;SINGULARE FUNDO DE INVESTIMENTO IMOBILIÁRIO;16.841.067/0001-99
RELG11;FUNDO DE INVESTIMENTO IMOBILIÁRIO REC LOGÍSTICA;37.112.770/0001-36
REON11;RESIDENCIAIS ONE FUNDO DE INVESTIMENTO IMOBILIÁRIO;20.173.064/0001-00
RFOF11;FUNDO DE INVESTIMENTO IMOBILIÁRIO RB CAPITAL I FUNDO DE FUNDOS;34.027.774/0001-28
RINV11;REAL INVESTOR FUNDO DE INVESTIMENTO IMOBILIÁRIO;44.625.612/0001-45
RMAI11;REAG MULTI ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;17.374.696/0001-19
RNDP11;BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;15.394.563/0001-89
RNGO11;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO;15.006.286/0001-90
ROOF11;FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I;38.456.598/0001-09
RPRI11;RBR PREMIUM RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;42.502.842/0001-91
RRCI11;RB CAPITAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.689.733/0001-60
RSPD11;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III FUNDO DE INVESTIMENTO IMOBILIÁRIO;19.249.989/0001-08
RVBI11;VBI REITS FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.507.457/0001-71
RZAK11;RIZA AKIN FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.642.219/0001-31
RZAT11;RIZA ARCTIUM REAL ESTATE FUNDO INVESTIMENTO IMOBILIÁRIO;28.267.696/0001-36
RZDM11;RIZA DOMUS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;45.742.247/0001-11
RZTR11;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX;36.501.128/0001-86
SACL11;SÃO CARLOS RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.833.927/0001-90
SADI11;SANTANDER PAPÉIS IMOBILIÁRIOS CDI FUNDO DE INVESTIMENTO IMOBILIÁRIO;32.903.521/0001-45
SAIC11B;FUNDO DE INVESTIMENTO IMOBILIÁRIO SIA CORPORATE;17.311.079/0001-74
SALI11;VÊNUS FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.669.535/0001-05
SARE11;SANTANDER RENDA DE ALUGUÉIS FUNDO DE INVESTIMENTO IMOBILIÁRIO;32.903.702/0001-71
SBCL11;FRAM CAPITAL SBCLOG FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.471.719/0001-22
SCPF11;SCP FUNDO DE INVESTIMENTO IMOBILIÁRIO;01.657.856/0001-05
SDIL11;FUNDO DE INVESTIMENTO IMOBILIÁRIO SDI RIO BRAVO RENDA LOGÍSTICA;16.671.412/0001-93
SEED11;HEDGE SEED FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.689.497/0001-81
SEQR11;SEQUÓIA III RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;09.517.273/0001-82
SFND11;FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO;09.350.920/0001-04
SHDP11B;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PARQUE D PEDRO;07.224.019/0001-60
SHOP11;MULTI SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO;22.459.737/0001-00
SHPH11;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PÁTIO HIGIENÓPOLIS;03.507.519/0001-59
SHSO11;SH SPECIAL OPPS FUNDO DE INVESTIMENTO IMOBILIÁRIO;44.527.168/0001-25
SIGR11;SIG CAPITAL RECEBÍVEIS PULVERIZADOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;40.011.324/0001-40
SJAU11;SJ AU LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;27.771.547/0001-47
SNCI11;SUNO RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.076.710/0001-82
SNEL11;SUNO ENERGIAS LIMPAS FUNDO DE INVESTIMENTO IMOBILIÁRIO;43.741.171/0001-84
SNFF11;SUNO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO;40.011.225/0001-68
SNLG11;SUNO LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO;40.041.711/0001-29
SOLR11;SOLARIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO;22.169.671/0001-13
SPAF11;SPA FUNDO DE INVESTIMENTO IMOBILIÁRIO;18.311.024/0001-27
SPDE11;WHG FINVEST SP REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO;43.741.150/0001-69
SPMO11;SUPREMO FUNDO DE INVESTIMENTO IMOBILIÁRIO;40.225.262/0001-79
SPTW11;SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO;15.538.445/0001-05
SPVJ11;FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO;27.538.422/0001-71
SPXS11;FUNDO DE INVESTIMENTO IMOBILIÁRIO SPX SYN MULTIESTRATÉGIA;43.010.543/0001-00
SRVD11;SERRA VERDE FUNDO DE INVESTIMENTO IMOBILIÁRIO;38.082.796/0001-41
STRX11;STARX FUNDO DE INVESTIMENTO IMOBILIÁRIO;11.044.355/0001-07
TCIN11;G5 CIDADE NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.197.700/0001-30
TCPF11;TREECORP REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;26.990.011/0001-50
TELD11;TELLUS DESENVOLVIMENTO LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.200.701/0001-11
TELM11;TELLUS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;45.188.099/0001-35
TEPP11;TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;26.681.370/0001-25
TGAR11;FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL;25.032.881/0001-53
TJKB11;TJK RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;39.714.024/0001-48
TORD11;TORDESILHAS EI FUNDO DE INVESTIMENTO IMOBILIÁRIO;30.230.870/0001-18
TRNT11;FUNDO DE INVESTIMENTO IMOBILIÁRIO TORRE NORTE;04.722.883/0001-02
TRXB11;TRX REAL ESTATE II FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.368.925/0001-37
TRXF11;TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;28.548.288/0001-52
TSER11;TISHMAN SPEYER RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.847.042/0001-84
TSNC11;TRANSINC FUNDO DE INVESTIMENTO IMOBILIÁRIO;17.007.443/0001-07
URPR11;URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.508.872/0001-87
VCJR11;VECTIS JUROS REAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;32.400.250/0001-05
VCRI11;VINCI CREDIT SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.081.374/0001-66
VCRR11;VECTIS RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;40.041.723/0001-53
VDSV11;VIC DESENVOLVIMENTO VINTAGE 22/23 FUNDO DE INVESTIMENTO IMOBILIÁRIO;43.951.875/0001-81
VERE11;FUNDO DE INVESTIMENTO IMOBILIÁRIO VEREDA;08.693.497/0001-82
VGHF11;VALORA HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.771.692/0001-19
VGIP11;VALORA CRI ÍNDICE DE PREÇO FUNDO DE INVESTIMENTO IMOBILIÁRIO;34.197.811/0001-46
VGIR11;VALORA CRI CDI FUNDO DE INVESTIMENTO IMOBILIARIO;29.852.732/0001-91
VIDS11;VIC DESENVOLVIMENTO VINTAGE 20/21 FUNDO DE INVESTIMENTO IMOBILIÁRIO;32.527.552/0001-49
VIFI11;VINCI INSTRUMENTOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO;31.547.855/0001-60
VILG11;VINCI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;24.853.044/0001-22
VINO11;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;12.516.185/0001-70
VISC11;VINCI SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIÁRIO;17.554.274/0001-25
VIUR11;VINCI IMÓVEIS URBANOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.445.587/0001-90
VJFD11;JFDCAM FUNDO DE INVESTIMENTO IMOBILIÁRIO;15.489.509/0001-17
VLJS11;VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIÁRIO;13.842.683/0001-76
VLOL11;FUNDO DE INVESTIMENTO IMOBILIÁRIO VILA OLÍMPIA CORPORATE;15.296.696/0001-12
VOTS11;VOTORANTIM SECURITIES MASTER FUNDO DE INVESTIMENTO IMOBILIÁRIO;17.870.926/0001-30
VPSI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA;14.721.889/0001-00
VRTA11;FATOR VERITÀ FUNDO DE INVESTIMENTO IMOBILIÁRIO;11.664.201/0001-00
VSEC11;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES;10.347.505/0001-80
VSHO11;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING;23.740.595/0001-17
VSLH11;VERSALHES RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.244.015/0001-42
VTLT11;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LOGÍSTICA;27.368.600/0001-63
VTPA11;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL V;21.500.481/0001-74
VTVI11;PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO;21.500.514/0001-86
VTXI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL XII;23.740.552/0001-31
VVPR11;FUNDO DE INVESTIMENTO IMOBILIÁRIO V2 PROPERTIES;33.045.581/0001-37
VXXV11;GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;30.982.974/0001-89
WHGR11;WHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.256.643/0001-88
WPLZ11;SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIÁRIO;09.326.861/0001-39
WSEC11;WARREN SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;43.440.579/0001-16
WTSP11B;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RE I;28.693.595/0001-27
XBXO11;R CAP 1810 FUNDO DE FUNDOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.814.809/0001-02
XPCI11;XP CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO;28.516.301/0001-91
XPCM11;XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;16.802.320/0001-03
XPHT11;XP HOTÉIS FUNDO DE INVESTIMENTO IMOBILIÁRIO;18.308.516/0001-63
XPIN11;XP INDUSTRIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;28.516.325/0001-40
XPLG11;XP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO;26.502.794/0001-85
XPML11;XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;28.757.546/0001-00
XPPR11;XP PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;30.654.849/0001-40
XPSF11;XP SELECTION FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO;30.983.020/0001-90
YUFI11;YUCA FUNDO DE INVESTIMENTO IMOBILIÁRIO;36.445.551/0001-06
ZAVI11;ZAVIT REAL ESTATE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO;40.575.940/0001-23
ZIFI11;ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;35.820.768/0001-96
GARE11;FUNDO DE INVESTIMENTO IMOBILIÁRIO GUARDIAN REAL ESTATE;37.295.919/0001-60
BDIF11;BTG PACTUAL DÍVIDA INFRA FIC. FDO. INC. IE. RF. CP;40.502.607/0001-94
BIDB11;INTER INFRA FIC INFRA RENDA FIXA CRÉDITO PRIVADO;42.294.971/0001-31
BINC11;BRADESCO FIC DE FI FIN RF INV IE CDI RF CP RES LIM;55.239.865/0001-05
BODB11;BOCAINA INFRA - FDO INV COTAS FDO INV INFRA RF CP;41.771.670/0001-99
CDII11;SPARTA INFRA CDI FIC FI INFRA RENDA FIXA CP;48.973.783/0001-16
CPTI11;CAPITÂNIA INFRA FDO. INV. FDO. IE. RF. CRED. PRIV.;38.065.012/0001-77
DIVS11;SPARTA INFRA INFLAÇÃO LONGA FI COTAS FI INFRA E RE;58.390.457/0001-30
EXIF11;ÉXES FIC FI INFRA RENDA FIXA PRIVADO LONGO PRAZO;54.803.944/0001-26
IFRA11;ITAÚ FIF - CIC FIF INCEN EM INFRA RF CRED PRIV - R;34.633.510/0001-18
IFRI11;ITAÚ FIC FI INVEST FINAN INFRA CDI RF CRED PRIV;53.556.099/0001-79
INFB11;DRYS FDO INV EM COTAS DE FDO INC DE INV INFRA RF;54.810.341/0001-51
IRIF11;IRIDIUM INFRA FUN DE INV EM COTAS DE FUN INCENT;55.940.336/0001-26
JMBI11;JIVEMAUÁ BOSSANOVA F. DE IN. EM C. DE F. INC.;55.276.939/0001-75
JURO11;SPARTA INFRA FIC FI INFRA RENDA FIXA CP;42.730.834/0001-00
KDIF11;KINEA INFRA - FDO INV COTAS FDO INC. INV INF RF CP;26.324.298/0001-89
NUIF11;NU INFRA FIC INCENTIVADO EM INFRAESTRUTURA RF CP;40.963.403/0001-50
OGIN11;NIKOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS INC;46.420.627/0001-00
PRIF11;PÁTRIA CRÉDITO INFRA RENDA FUN DE INV FIN EM COTAS;58.005.595/0001-58
RBIF11;RIO BRAVO ESG FIC INFRA RENDA FIXA CRÉDITO PRIVADO;38.314.962/0001-98
RIFF11;RIFF FDO DE INV CF INC DE INV INF RF RESP LIM;54.895.184/0001-24
SNID11;SUNO INFRA DEBÊNTURES FIC. FDO. INC. IE. RF;48.969.881/0001-80
VANG11;ICATU VANGUARDA INCENTIVADO EM INFRAESTRUTURA;53.248.945/0001-93
XPID11;XP FDO INV. COTAS FDO INC. INV. EM INFR. R. FIXA;37.404.867/0001-12
WRLD11;INVESTO FTSE GLOBAL EQUITIES ETF FDO INDICE - IE;42.280.262/0001-05
IVVB11;ISHARES S&P 500 FUNDO DE ÍNDICE;19.909.560/0001-91
B5P211;IT NOW IMA-B5 P2;38.354.864/0001-84
ALUG11;INVESTO ETF MSCI REAL ESTATE ETF FDO INDICE - IE;42.280.328/0001-59
USDB11;INVESTO GESTÃO DE RECURSOS LTDA;43.216.061/0001-01
